,state,gender,age,population,population_fraction,cumulative_fraction
3731,North Carolina,M,77,22602,9.122033201674355e-05,0.5538452063935471
3732,North Carolina,M,78,20215,8.158654153254008e-05,0.5539267929350796
3733,North Carolina,M,79,19155,7.730844437575094e-05,0.5540041013794553
3734,North Carolina,M,80,17910,7.228369818688068e-05,0.5540763850776422
3735,North Carolina,M,81,15451,6.235931997127265e-05,0.5541387443976135
3736,North Carolina,M,82,14096,5.689062030386767e-05,0.5541956350179174
3737,North Carolina,M,83,12842,5.182955064857184e-05,0.5542474645685659
3738,North Carolina,M,84,11290,4.5565770660518306e-05,0.5542930303392264
3739,North Carolina,M,85,57255,0.0002310777855773229,0.5545241081248037
3740,North Carolina,F,18,65041,0.0002625016199761533,0.5547866097447799
3741,North Carolina,F,19,66284,0.00026751829428359566,0.5550541280390635
3742,North Carolina,F,20,66602,0.00026880172343063245,0.5553229297624941
3743,North Carolina,F,21,66540,0.0002685514951063674,0.5555914812576005
3744,North Carolina,F,22,68322,0.0002757435414586299,0.5558672247990591
3745,North Carolina,F,23,69424,0.000280191148125405,0.5561474159471845
3746,North Carolina,F,24,69571,0.00028078443141035597,0.5564282003785949
3747,North Carolina,F,25,71244,0.0002875365602247977,0.5567157369388197
3748,North Carolina,F,26,69272,0.00027957768513688433,0.5569953146239566
3749,North Carolina,F,27,67390,0.0002719820447132266,0.5572672966686698
3750,North Carolina,F,28,64853,0.00026174286312193035,0.5575290395317918
3751,North Carolina,F,29,65105,0.00026275992018184624,0.5577917994519737
3752,North Carolina,F,30,65257,0.000263373383170367,0.558055172835144
3753,North Carolina,F,31,63462,0.0002561288695888231,0.5583113017047329
3754,North Carolina,F,32,65524,0.00026445097934099215,0.5585757526840739
3755,North Carolina,F,33,66122,0.0002668644718879355,0.5588426171559618
3756,North Carolina,F,34,65459,0.00026418864319458526,0.5591068057991564
3757,North Carolina,F,35,67264,0.00027147351618326865,0.5593782793153397
3758,North Carolina,F,36,64619,0.00026079845299486554,0.5596390777683345
3759,North Carolina,F,37,64878,0.0002618437616397791,0.5599009215299743
3760,North Carolina,F,38,64411,0.0002599589773263635,0.5601608805073006
3761,North Carolina,F,39,62574,0.0002525449542348337,0.5604134254615355
3762,North Carolina,F,40,65082,0.0002626670935454254,0.5606760925550809
3763,North Carolina,F,41,64505,0.00026033835575347506,0.5609364309108343
3764,North Carolina,F,42,66288,0.0002675344380464515,0.5612039653488808
3765,North Carolina,F,43,69823,0.00028180148847027186,0.5614857668373511
3766,North Carolina,F,44,74015,0.0002987201519431587,0.5617844869892943
3767,North Carolina,F,45,73137,0.00029517659599630886,0.5620796635852906
3768,North Carolina,F,46,68848,0.00027786644627416865,0.5623575300315647
3769,North Carolina,F,47,66989,0.00027036363248693183,0.5626278936640516
3770,North Carolina,F,48,67161,0.0002710578142897316,0.5628989514783413
3771,North Carolina,F,49,67614,0.00027288609543315185,0.5631718375737745
3772,North Carolina,F,50,71097,0.00028694327693984677,0.5634587808507144
3773,North Carolina,F,51,72577,0.00029291646919649573,0.5637516973199109
3774,North Carolina,F,52,72518,0.0002926783486943726,0.5640443756686053
3775,North Carolina,F,53,71676,0.000289280086613225,0.5643336557552185
3776,North Carolina,F,54,72224,0.00029149178212447066,0.564625147537343
3777,North Carolina,F,55,72505,0.0002926258814650912,0.5649177734188081
3778,North Carolina,F,56,70430,0.00028425130448364073,0.5652020247232917
3779,North Carolina,F,57,69843,0.0002818822072845509,0.5654839069305763
3780,North Carolina,F,58,69339,0.0002798480931647191,0.565763755023741
3781,North Carolina,F,59,67773,0.0002735278100066702,0.5660372828337477
3782,North Carolina,F,60,67102,0.0002708196937876084,0.5663081025275353
3783,North Carolina,F,61,65745,0.00026534292223877554,0.5665734454497741
3784,North Carolina,F,62,63569,0.00025656071524521594,0.5668300061650193
3785,North Carolina,F,63,62411,0.0002518870958984595,0.5670818932609177
3786,North Carolina,F,64,60240,0.00024312506860846967,0.5673250183295262
3787,North Carolina,F,65,58784,0.00023724873892895553,0.5675622670684551
3788,North Carolina,F,66,58033,0.00023421774745277757,0.5677964848159079
3789,North Carolina,F,67,58453,0.00023591284255263743,0.5680323976584606
3790,North Carolina,F,68,60788,0.0002453367641197154,0.5682777344225803
3791,North Carolina,F,69,45314,0.00018288461751202182,0.5684606190400924
3792,North Carolina,F,70,44660,0.0001802451122850972,0.5686408641523775
3793,North Carolina,F,71,43377,0.00017506700034909675,0.5688159311527266
3794,North Carolina,F,72,43921,0.00017726255209748665,0.568993193704824
3795,North Carolina,F,73,38380,0.00015489940460147852,0.5691480931094255
3796,North Carolina,F,74,35025,0.0001413588235061695,0.5692894519329317
3797,North Carolina,F,75,32663,0.00013182593153981481,0.5694212778644715
3798,North Carolina,F,76,30458,0.00012292668226555062,0.569544204546737
3799,North Carolina,F,77,29235,0.0001179907267723873,0.5696621952735095
3800,North Carolina,F,78,27018,0.00010904304620955567,0.569771238319719
3801,North Carolina,F,79,26088,0.0001052896213455803,0.5698765279410646
3802,North Carolina,F,80,25081,0.00010122542904663061,0.5699777533701113
3803,North Carolina,F,81,21994,8.876648006266072e-05,0.5700665198501739
3804,North Carolina,F,82,21457,8.659917989926848e-05,0.5701531190300732
3805,North Carolina,F,83,20019,8.079549715260549e-05,0.5702339145272257
3806,North Carolina,F,84,18058,7.288101741254558e-05,0.5703067955446383
3807,North Carolina,F,85,117789,0.00047538942075569444,0.5707821849653939
3808,North Dakota,M,18,5163,2.083756190613428e-05,0.5708030225273001
3809,North Dakota,M,19,7113,2.8707646298340717e-05,0.5708317301735985
3810,North Dakota,M,20,7081,2.8578496195494252e-05,0.570860308669794
3811,North Dakota,M,21,7498,3.0261483473212244e-05,0.5708905701532672
3812,North Dakota,M,22,8294,3.347409228151805e-05,0.5709240442455487
3813,North Dakota,M,23,8576,3.461222756285252e-05,0.5709586564731115
3814,North Dakota,M,24,7587,3.062068219675398e-05,0.5709892771553082
3815,North Dakota,M,25,7512,3.0317986643207572e-05,0.5710195951419514
3816,North Dakota,M,26,6998,2.8243513116236235e-05,0.5710478386550677
3817,North Dakota,M,27,6240,2.5184270055060604e-05,0.5710730229251227
3818,North Dakota,M,28,5943,2.3985595663016855e-05,0.5710970085207857
3819,North Dakota,M,29,6253,2.523673728434198e-05,0.5711222452580701
3820,North Dakota,M,30,5983,2.4147033291574935e-05,0.5711463922913617
3821,North Dakota,M,31,5741,2.3170335638798547e-05,0.5711695626270005
3822,North Dakota,M,32,5844,2.3586037532335605e-05,0.5711931486645329
3823,North Dakota,M,33,5695,2.2984682365956754e-05,0.5712161333468988
3824,North Dakota,M,34,5546,2.2383327199577903e-05,0.5712385166740984
3825,North Dakota,M,35,5385,2.1733540744631628e-05,0.5712602502148431
3826,North Dakota,M,36,5037,2.0329033376176322e-05,0.5712805792482193
3827,North Dakota,M,37,4824,1.9469378004104542e-05,0.5713000486262234
3828,North Dakota,M,38,4507,1.8189984797781752e-05,0.5713182386110212
3829,North Dakota,M,39,4369,1.7633024979256374e-05,0.5713358716360004
3830,North Dakota,M,40,4289,1.7310149722140212e-05,0.5713531817857226
3831,North Dakota,M,41,4035,1.62850207807964e-05,0.5713694668065034
3832,North Dakota,M,42,4047,1.6333452069363824e-05,0.5713858002585728
3833,North Dakota,M,43,4164,1.680565713289621e-05,0.5714026059157057
3834,North Dakota,M,44,4297,1.7342437247851828e-05,0.5714199483529535
3835,North Dakota,M,45,4293,1.732629348499602e-05,0.5714372746464385
3836,North Dakota,M,46,4199,1.694691505788453e-05,0.5714542215614964
3837,North Dakota,M,47,4059,1.6381883357931248e-05,0.5714706034448543
3838,North Dakota,M,48,4070,1.642627870578472e-05,0.5714870297235601
3839,North Dakota,M,49,4198,1.694287911717058e-05,0.5715039726026773
3840,North Dakota,M,50,4500,1.8161733212784088e-05,0.57152213433589
3841,North Dakota,M,51,4824,1.9469378004104542e-05,0.5715416037138942
3842,North Dakota,M,52,4921,1.9860864253357888e-05,0.5715614645781475
3843,North Dakota,M,53,5005,2.0199883273329858e-05,0.5715816644614208
3844,North Dakota,M,54,5292,2.135819825823409e-05,0.571603022659679
3845,North Dakota,M,55,5256,2.1212904392531818e-05,0.5716242355640715
3846,North Dakota,M,56,5137,2.0732627447571528e-05,0.5716449681915191
3847,North Dakota,M,57,5125,2.0684196159004103e-05,0.5716656523876781
3848,North Dakota,M,58,5064,2.0438003775453027e-05,0.5716860903914536
3849,North Dakota,M,59,4921,1.9860864253357888e-05,0.5717059512557069
3850,North Dakota,M,60,4855,1.9594492166237055e-05,0.5717255457478732
3851,North Dakota,M,61,4609,1.8601650750604858e-05,0.5717441473986238
3852,North Dakota,M,62,4586,1.8508824114183962e-05,0.5717626562227379
3853,North Dakota,M,63,4463,1.8012403406367863e-05,0.5717806686261443
3854,North Dakota,M,64,4031,1.626887701794059e-05,0.5717969375031622
3855,North Dakota,M,65,3778,1.524778401731073e-05,0.5718121852871795
3856,North Dakota,M,66,3587,1.4476919340945895e-05,0.5718266622065205
3857,North Dakota,M,67,3461,1.396839081098794e-05,0.5718406305973315
3858,North Dakota,M,68,3485,1.4065253388122789e-05,0.5718546958507196
3859,North Dakota,M,69,2514,1.0146354954875377e-05,0.5718648422056745
3860,North Dakota,M,70,2452,9.896126630610352e-06,0.5718747383323051
3861,North Dakota,M,71,2448,9.879982867754544e-06,0.5718846183151728
3862,North Dakota,M,72,2402,9.694329594912751e-06,0.5718943126447678
3863,North Dakota,M,73,2114,8.53197866929457e-06,0.5719028446234371
3864,North Dakota,M,74,1913,7.720754585790214e-06,0.5719105653780229
3865,North Dakota,M,75,1743,7.0346446644183705e-06,0.5719176000226873
3866,North Dakota,M,76,1672,6.748092873727777e-06,0.571924348115561
3867,North Dakota,M,77,1627,6.566475541599936e-06,0.5719309145911027
3868,North Dakota,M,78,1516,6.118486122351262e-06,0.571937033077225
3869,North Dakota,M,79,1495,6.03373136735827e-06,0.5719430668085923
3870,North Dakota,M,80,1408,5.682604525244444e-06,0.5719487494131176
3871,North Dakota,M,81,1249,5.040889951726072e-06,0.5719537903030693
3872,North Dakota,M,82,1202,4.8512007381703275e-06,0.5719586415038074
3873,North Dakota,M,83,1138,4.592900532477398e-06,0.5719632344043398
3874,North Dakota,M,84,1047,4.2256299275077646e-06,0.5719674600342673
3875,North Dakota,M,85,6202,2.5030904307930428e-05,0.5719924909385753
3876,North Dakota,F,18,4988,2.0131272281192673e-05,0.5720126222108565
3877,North Dakota,F,19,5920,2.3892769026595958e-05,0.5720365149798831
3878,North Dakota,F,20,6272,2.531342015790707e-05,0.5720618284000409
3879,North Dakota,F,21,6543,2.6407160091388066e-05,0.5720882355601323
3880,North Dakota,F,22,7000,2.825158499766414e-05,0.57211648714513
3881,North Dakota,F,23,6897,2.783588310412708e-05,0.5721443230282341
3882,North Dakota,F,24,6545,2.641523197281597e-05,0.5721707382602069
3883,North Dakota,F,25,5945,2.399366754444476e-05,0.5721947319277514
3884,North Dakota,F,26,5430,2.191515807675947e-05,0.5722166470858282
3885,North Dakota,F,27,4779,1.92877606719767e-05,0.5722359348465001
3886,North Dakota,F,28,4977,2.00868769333392e-05,0.5722560217234335
3887,North Dakota,F,29,5078,2.0494506945448355e-05,0.5722765162303789
3888,North Dakota,F,30,5113,2.063576487043668e-05,0.5722971519952493
3889,North Dakota,F,31,5016,2.024427862118333e-05,0.5723173962738705
3890,North Dakota,F,32,5108,2.061558516686692e-05,0.5723380118590373
3891,North Dakota,F,33,5049,2.0377464664743746e-05,0.5723583893237021
3892,North Dakota,F,34,4672,1.8855915015583835e-05,0.5723772452387177
3893,North Dakota,F,35,4657,1.8795375904874555e-05,0.5723960406146226
3894,North Dakota,F,36,4412,1.780657042995631e-05,0.5724138471850525
3895,North Dakota,F,37,4194,1.692673535431477e-05,0.5724307739204069
3896,North Dakota,F,38,3976,1.604690027867323e-05,0.5724468208206855
3897,North Dakota,F,39,3824,1.5433437290152523e-05,0.5724622542579757
3898,North Dakota,F,40,3775,1.5235676195168874e-05,0.5724774899341709
3899,North Dakota,F,41,3708,1.496526816733409e-05,0.5724924552023383
3900,North Dakota,F,42,3670,1.4811902420203912e-05,0.5725072671047585
3901,North Dakota,F,43,3753,1.514688549946193e-05,0.5725224139902579
3902,North Dakota,F,44,3946,1.592582205725467e-05,0.5725383398123152
3903,North Dakota,F,45,3930,1.5861247005831437e-05,0.572554201059321
3904,North Dakota,F,46,3874,1.5635234325850124e-05,0.5725698362936468
3905,North Dakota,F,47,3831,1.5461688875150188e-05,0.5725852979825219
3906,North Dakota,F,48,3852,1.554644363014318e-05,0.572600844426152
3907,North Dakota,F,49,4030,1.626484107722664e-05,0.5726171092672292
3908,North Dakota,F,50,4341,1.7520018639265717e-05,0.5726346292858685
3909,North Dakota,F,51,4467,1.802854716922367e-05,0.5726526578330378
3910,North Dakota,F,52,4802,1.9380587308397598e-05,0.5726720384203462
3911,North Dakota,F,53,4839,1.9529917114813823e-05,0.572691568337461
3912,North Dakota,F,54,4941,1.994158306763693e-05,0.5727115099205287
3913,North Dakota,F,55,5078,2.0494506945448355e-05,0.5727320044274741
3914,North Dakota,F,56,4971,2.006266128905549e-05,0.5727520670887631
3915,North Dakota,F,57,4924,1.9872972075499744e-05,0.5727719400608386
3916,North Dakota,F,58,4880,1.9695390684085855e-05,0.5727916354515228
3917,North Dakota,F,59,4829,1.9489557707674302e-05,0.5728111250092305
3918,North Dakota,F,60,4729,1.90859636362791e-05,0.5728302109728668
3919,North Dakota,F,61,4559,1.8399853714907257e-05,0.5728486108265817
3920,North Dakota,F,62,4273,1.724557467071698e-05,0.5728658564012524
3921,North Dakota,F,63,4070,1.642627870578472e-05,0.5728822826799582
3922,North Dakota,F,64,3824,1.5433437290152523e-05,0.5728977161172484
3923,North Dakota,F,65,3598,1.4521314688799367e-05,0.5729122374319372
3924,North Dakota,F,66,3382,1.3649551494585731e-05,0.5729258869834318
3925,North Dakota,F,67,3291,1.3282280889616097e-05,0.5729391692643214
3926,North Dakota,F,68,3468,1.3996642395985605e-05,0.5729531659067174
3927,North Dakota,F,69,2658,1.072753041768447e-05,0.572963893437135
3928,North Dakota,F,70,2643,1.066699130697519e-05,0.5729745604284421
3929,North Dakota,F,71,2547,1.0279540998435794e-05,0.5729848399694405
3930,North Dakota,F,72,2526,1.0194786243442801e-05,0.5729950347556839
3931,North Dakota,F,73,2240,9.040507199252524e-06,0.5730040752628832
3932,North Dakota,F,74,2089,8.431080151445769e-06,0.5730125063430347
3933,North Dakota,F,75,2015,8.13242053861332e-06,0.5730206387635733
3934,North Dakota,F,76,2012,8.120312716471464e-06,0.5730287590762898
3935,North Dakota,F,77,2000,8.07188142790404e-06,0.5730368309577177
3936,North Dakota,F,78,1955,7.890264095776199e-06,0.5730447212218135
3937,North Dakota,F,79,1900,7.668287356508837e-06,0.57305238950917
3938,North Dakota,F,80,1867,7.535101312948421e-06,0.5730599246104829
3939,North Dakota,F,81,1807,7.2929448701113e-06,0.5730672175553531
3940,North Dakota,F,82,1707,6.889350798716098e-06,0.5730741069061518
3941,North Dakota,F,83,1670,6.740020992299873e-06,0.5730808469271441
3942,North Dakota,F,84,1569,6.332390980190719e-06,0.5730871793181244
3943,North Dakota,F,85,11884,4.7963119444605805e-05,0.573135142437569
3944,Nebraska,M,18,12642,5.1022362505781436e-05,0.5731861648000748
3945,Nebraska,M,19,14242,5.7479867648104666e-05,0.5732436446677229
3946,Nebraska,M,20,14688,5.9279897206527266e-05,0.5733029245649295
3947,Nebraska,M,21,14664,5.918303462939242e-05,0.5733621075995589
3948,Nebraska,M,22,14166,5.717313615384431e-05,0.5734192807357127
3949,Nebraska,M,23,14839,5.9889324254334024e-05,0.5734791700599671
3950,Nebraska,M,24,13487,5.443273240907089e-05,0.5735336027923761
3951,Nebraska,M,25,13034,5.260445126565063e-05,0.5735862072436417
3952,Nebraska,M,26,12188,4.919004542164722e-05,0.5736353972890634
3953,Nebraska,M,27,12465,5.0308000999411925e-05,0.5736857052900628
3954,Nebraska,M,28,12533,5.058244496796066e-05,0.5737362877350307
3955,Nebraska,M,29,13039,5.2624630969220384e-05,0.5737889123659999
3956,Nebraska,M,30,13367,5.3948419523396646e-05,0.5738428607855234
3957,Nebraska,M,31,13182,5.3201770491315526e-05,0.5738960625560147
3958,Nebraska,M,32,13326,5.3782945954124616e-05,0.5739498455019688
3959,Nebraska,M,33,13295,5.36578317919921e-05,0.5740035033337608
3960,Nebraska,M,34,13171,5.315737514346205e-05,0.5740566607089043
3961,Nebraska,M,35,13362,5.392823981982689e-05,0.5741105889487241
3962,Nebraska,M,36,12194,4.921426106593093e-05,0.5741598032097901
3963,Nebraska,M,37,12018,4.8503935500275376e-05,0.5742083071452904
3964,Nebraska,M,38,11564,4.667161841614116e-05,0.5742549787637065
3965,Nebraska,M,39,11147,4.4988631138423164e-05,0.5742999673948449
3966,Nebraska,M,40,11603,4.6829020103985285e-05,0.5743467964149489
3967,Nebraska,M,41,10709,4.322088910571218e-05,0.5743900173040546
3968,Nebraska,M,42,10789,4.354376436282834e-05,0.5744335610684174
3969,Nebraska,M,43,11300,4.5606130067657826e-05,0.574479167198485
3970,Nebraska,M,44,11663,4.7071176546822406e-05,0.5745262383750318
3971,Nebraska,M,45,11678,4.713171565753169e-05,0.5745733700906893
3972,Nebraska,M,46,11108,4.483122945057904e-05,0.5746182013201399
3973,Nebraska,M,47,10709,4.322088910571218e-05,0.5746614222092455
3974,Nebraska,M,48,10864,4.3846459916374746e-05,0.5747052686691619
3975,Nebraska,M,49,11123,4.4891768561288316e-05,0.5747501604377232
3976,Nebraska,M,50,11946,4.821334776887083e-05,0.574798373785492
3977,Nebraska,M,51,12129,4.8951924919524047e-05,0.5748473257104115
3978,Nebraska,M,52,12654,5.107079379434886e-05,0.5748983965042058
3979,Nebraska,M,53,12651,5.1058685972207e-05,0.574949455190178
3980,Nebraska,M,54,12938,5.221700095711123e-05,0.5750016721911352
3981,Nebraska,M,55,13164,5.312912355846439e-05,0.5750548013146937
3982,Nebraska,M,56,12770,5.1538962917167294e-05,0.5751063402776109
3983,Nebraska,M,57,12484,5.038468387297702e-05,0.5751567249614838
3984,Nebraska,M,58,12371,4.9928622572300435e-05,0.5752066535840561
3985,Nebraska,M,59,12150,4.903667967451704e-05,0.5752556902637306
3986,Nebraska,M,60,11858,4.785818498604305e-05,0.5753035484487167
3987,Nebraska,M,61,11437,4.615905394546925e-05,0.5753497075026621
3988,Nebraska,M,62,10791,4.3551836244256245e-05,0.5753932593389064
3989,Nebraska,M,63,10781,4.3511476837116725e-05,0.5754367708157435
3990,Nebraska,M,64,10078,4.067421051520845e-05,0.5754774450262587
3991,Nebraska,M,65,9719,3.922530779889968e-05,0.5755166703340576
3992,Nebraska,M,66,9306,3.7558464284037494e-05,0.5755542287983416
3993,Nebraska,M,67,8964,3.6178172559865904e-05,0.5755904069709015
3994,Nebraska,M,68,9078,3.6638269801256434e-05,0.5756270452407027
3995,Nebraska,M,69,6491,2.619729117426256e-05,0.575653242531877
3996,Nebraska,M,70,6460,2.607217701213005e-05,0.5756793147088891
3997,Nebraska,M,71,6489,2.6189219292834657e-05,0.575705503928182
3998,Nebraska,M,72,6340,2.5587864126455806e-05,0.5757310917923084
3999,Nebraska,M,73,5377,2.1701253218920012e-05,0.5757527930455273
4000,Nebraska,M,74,4869,1.9650995336232383e-05,0.5757724440408635
4001,Nebraska,M,75,4694,1.894470571129078e-05,0.5757913887465748
4002,Nebraska,M,76,4479,1.8076978457791096e-05,0.5758094657250326
4003,Nebraska,M,77,4228,1.706395733858914e-05,0.5758265296823711
4004,Nebraska,M,78,4025,1.624466137365688e-05,0.5758427743437448
4005,Nebraska,M,79,3680,1.4852261827343433e-05,0.575857626605572
4006,Nebraska,M,80,3571,1.4412344289522663e-05,0.5758720389498616
4007,Nebraska,M,81,3165,1.2773752359658143e-05,0.5758848127022212
4008,Nebraska,M,82,2919,1.1780910944025946e-05,0.5758965936131653
4009,Nebraska,M,83,2851,1.1506466975477209e-05,0.5759081000801407
4010,Nebraska,M,84,2745,1.1078657259798295e-05,0.5759191787374005
4011,Nebraska,M,85,14648,5.9118459577969185e-05,0.5759782971969785
4012,Nebraska,F,18,12468,5.0320108821553784e-05,0.5760286173058
4013,Nebraska,F,19,13593,5.48605421247498e-05,0.5760834778479248
4014,Nebraska,F,20,13915,5.616011503464236e-05,0.5761396379629594
4015,Nebraska,F,21,13820,5.5776700666816914e-05,0.5761954146636262
4016,Nebraska,F,22,13755,5.5514364520410036e-05,0.5762509290281467
4017,Nebraska,F,23,13781,5.561929897897279e-05,0.5763065483271257
4018,Nebraska,F,24,12714,5.131295023718598e-05,0.5763578612773629
4019,Nebraska,F,25,11817,4.769271141677102e-05,0.5764055539887797
4020,Nebraska,F,26,11445,4.6191341471180866e-05,0.5764517453302509
4021,Nebraska,F,27,11654,4.703485308039684e-05,0.5764987801833313
4022,Nebraska,F,28,11815,4.768463953534311e-05,0.5765464648228666
4023,Nebraska,F,29,12362,4.989229910587487e-05,0.5765963571219725
4024,Nebraska,F,30,12862,5.191026946285088e-05,0.5766482673914354
4025,Nebraska,F,31,12442,5.021517436299103e-05,0.5766984825657984
4026,Nebraska,F,32,12780,5.1579322324306814e-05,0.5767500618881227
4027,Nebraska,F,33,13031,5.259234344350877e-05,0.5768026542315662
4028,Nebraska,F,34,12725,5.135734558503945e-05,0.5768540115771512
4029,Nebraska,F,35,12797,5.1647933316443995e-05,0.5769056595104677
4030,Nebraska,F,36,11711,4.72649017010921e-05,0.5769529244121687
4031,Nebraska,F,37,11456,4.623573681903434e-05,0.5769991601489878
4032,Nebraska,F,38,11308,4.563841759336944e-05,0.5770447985665812
4033,Nebraska,F,39,10769,4.34630455485493e-05,0.5770882616121298
4034,Nebraska,F,40,11075,4.469804340701862e-05,0.5771329596555368
4035,Nebraska,F,41,10485,4.231683838578693e-05,0.5771752764939225
4036,Nebraska,F,42,10408,4.2006070950812626e-05,0.5772172825648734
4037,Nebraska,F,43,11049,4.4593108948455866e-05,0.5772618756738218
4038,Nebraska,F,44,11236,4.53478298619649e-05,0.5773072235036838
4039,Nebraska,F,45,11368,4.5880574036206564e-05,0.57735310407772
4040,Nebraska,F,46,10831,4.3713273872814326e-05,0.5773968173515929
4041,Nebraska,F,47,10461,4.221997580865208e-05,0.5774390373274015
4042,Nebraska,F,48,10642,4.29504810778774e-05,0.5774819878084794
4043,Nebraska,F,49,10747,4.3374254852842357e-05,0.5775253620633322
4044,Nebraska,F,50,11665,4.707924842825031e-05,0.5775724413117604
4045,Nebraska,F,51,12244,4.941605810162853e-05,0.577621857369862
4046,Nebraska,F,52,12647,5.104254220935119e-05,0.5776728999120714
4047,Nebraska,F,53,12874,5.1958700751418304e-05,0.5777248586128227
4048,Nebraska,F,54,13198,5.326634554273876e-05,0.5777781249583654
4049,Nebraska,F,55,13321,5.376276625055485e-05,0.577831887724616
4050,Nebraska,F,56,12712,5.130487835575808e-05,0.5778831926029718
4051,Nebraska,F,57,12715,5.131698617789993e-05,0.5779345095891497
4052,Nebraska,F,58,12517,5.051786991653743e-05,0.5779850274590662
4053,Nebraska,F,59,12159,4.907300314094261e-05,0.5780341004622072
4054,Nebraska,F,60,12249,4.943623780519829e-05,0.5780835367000123
4055,Nebraska,F,61,11835,4.776535834962215e-05,0.5781313020583619
4056,Nebraska,F,62,11386,4.59532209690577e-05,0.578177255279331
4057,Nebraska,F,63,11176,4.5105673419127776e-05,0.57822236095275
4058,Nebraska,F,64,10761,4.3430758022837685e-05,0.5782657917107729
4059,Nebraska,F,65,10354,4.1788130152259217e-05,0.5783075798409251
4060,Nebraska,F,66,9687,3.9096157696053217e-05,0.5783466759986211
4061,Nebraska,F,67,9464,3.819614291684191e-05,0.578384872141538
4062,Nebraska,F,68,9724,3.924548750246944e-05,0.5784241176290404
4063,Nebraska,F,69,6909,2.7884314392694505e-05,0.5784520019434332
4064,Nebraska,F,70,7067,2.8521993025498924e-05,0.5784805239364587
4065,Nebraska,F,71,6911,2.789238627412241e-05,0.5785084163227328
4066,Nebraska,F,72,7066,2.8517957084784972e-05,0.5785369342798176
4067,Nebraska,F,73,6322,2.551521719360467e-05,0.5785624494970112
4068,Nebraska,F,74,5884,2.3747475160893686e-05,0.5785861969721721
4069,Nebraska,F,75,5596,2.2585124235275504e-05,0.5786087820964073
4070,Nebraska,F,76,5398,2.1786007973913004e-05,0.5786305681043812
4071,Nebraska,F,77,5308,2.1422773309657323e-05,0.5786519908776908
4072,Nebraska,F,78,5018,2.0252350502611234e-05,0.5786722432281934
4073,Nebraska,F,79,4816,1.9437090478392926e-05,0.5786916803186718
4074,Nebraska,F,80,4635,1.870658520916761e-05,0.578710386903881
4075,Nebraska,F,81,4317,1.742315606213087e-05,0.5787278100599431
4076,Nebraska,F,82,4255,1.7172927737865844e-05,0.578744982987681
4077,Nebraska,F,83,4268,1.722539496714722e-05,0.5787622083826481
4078,Nebraska,F,84,4038,1.6297128602938255e-05,0.5787785055112511
4079,Nebraska,F,85,27576,0.0001112951011279409,0.578889800612379
4080,New Hampshire,M,18,9246,3.731630784120037e-05,0.5789271169202203
4081,New Hampshire,M,19,9725,3.924952344318339e-05,0.5789663664436634
4082,New Hampshire,M,20,9906,3.9980028712408705e-05,0.5790063464723758
4083,New Hampshire,M,21,9739,3.930602661317872e-05,0.579045652498989
4084,New Hampshire,M,22,9368,3.780869260830252e-05,0.5790834611915973
4085,New Hampshire,M,23,8602,3.471716202141527e-05,0.5791181783536187
4086,New Hampshire,M,24,8532,3.443464617143863e-05,0.5791526129997902
4087,New Hampshire,M,25,8501,3.430953200930612e-05,0.5791869225317995
4088,New Hampshire,M,26,8125,3.279201830086016e-05,0.5792197145501004
4089,New Hampshire,M,27,7952,3.209380055734646e-05,0.5792518083506577
4090,New Hampshire,M,28,8262,3.3344942178671586e-05,0.5792851532928364
4091,New Hampshire,M,29,8484,3.4240921017168935e-05,0.5793193942138535
4092,New Hampshire,M,30,7930,3.2005009861639516e-05,0.5793513992237151
4093,New Hampshire,M,31,7664,3.093144963172828e-05,0.5793823306733469
4094,New Hampshire,M,32,7826,3.1585272027388506e-05,0.5794139159453743
4095,New Hampshire,M,33,7709,3.111306696385612e-05,0.5794450290123382
4096,New Hampshire,M,34,7708,3.110903102314217e-05,0.5794761380433613
4097,New Hampshire,M,35,7858,3.171442213023497e-05,0.5795078524654915
4098,New Hampshire,M,36,7464,3.0124261488937875e-05,0.5795379767269805
4099,New Hampshire,M,37,7116,2.8719754120482573e-05,0.5795666964811009
4100,New Hampshire,M,38,7074,2.8550244610496588e-05,0.5795952467257114
4101,New Hampshire,M,39,6966,2.811436301338977e-05,0.5796233610887248
4102,New Hampshire,M,40,7461,3.011215366679602e-05,0.5796534732423916
4103,New Hampshire,M,41,7273,2.935339681257304e-05,0.5796828266392041
4104,New Hampshire,M,42,7781,3.140365469526067e-05,0.5797142302938993
4105,New Hampshire,M,43,8522,3.439428676429911e-05,0.5797486245806637
4106,New Hampshire,M,44,9399,3.7933806770435035e-05,0.5797865583874341
4107,New Hampshire,M,45,9597,3.8732923031797535e-05,0.5798252913104659
4108,New Hampshire,M,46,9262,3.7380882892623605e-05,0.5798626721933585
4109,New Hampshire,M,47,9283,3.74656376476166e-05,0.5799001378310061
4110,New Hampshire,M,48,9597,3.8732923031797535e-05,0.5799388707540379
4111,New Hampshire,M,49,9627,3.8854001253216095e-05,0.5799777247552912
4112,New Hampshire,M,50,10492,4.2345089970784595e-05,0.580020069845262
4113,New Hampshire,M,51,10813,4.364062693996319e-05,0.580063710472202
4114,New Hampshire,M,52,10851,4.3793992687093366e-05,0.580107504464889
4115,New Hampshire,M,53,10906,4.401596942636073e-05,0.5801515204343154
4116,New Hampshire,M,54,11241,4.5368009565534654e-05,0.580196888443881
